,source,reference,translation,metric
3774,"V praxi to znamená, že kalifornští profesoři nesmějí mít cesty na vědecká sympozia například v Texasu proplaceny od svých univerzit, protože ty jsou spolufinancovány státem Kalifornie.","In practice, this means that California professors are not allowed to travel to a scientific symposium in Texas, for example, from their universities, because they are co-financed by the State of California.","In practice, this means that Californian professors are not allowed to travel to scientific symposiums in Texas with funding from their universities, for example, because they are co-financed by the state of California.",0.2964538633823395
3775,Oba rekordy stejně jako u Strážnice pocházely z roku 2013.,"Both records, like the military post, came from the year 2013.","Both records was last broken in 2013, like in Strážnice.",-0.9723519086837769
3776,"Soudní spisy uvádí, že Colin vlastní nemovitosti v hodnotě 316 milionů dolarů, zatímco Paul spravuje nemovitosti za 176 milionů dolarů.","The court papers reported that Colin owns a property worth 316 million, while Paul manages the property for 176 million.",A court filing says this translates to Colin owning property worth $316 million and Paul $176 million.,0.7699598073959351
3777,"""Místo zásahu jsme předali majiteli, až do zítřejších 8:00 ho bude hlídat jednotka dobrovolných hasičů,"" řekl dnes Holomčík.","""We passed the place of intervention to the owner until tomorrow 8:00 he will be guarded by a volunteer firefighter,"" Holomčík said today.","""The handed over the site of the incident to the owners, and it will be watched over by a volunteer fire brigade until 8:00 tomorrow,"" Holomčík said today.",0.2316558361053466
3778,V tomto směru jsem nekompromisní.,"In this way, I am uncompromising.",I'm not willing to compromise in that regard.,-0.4747406542301178
3779,Krátká chodba je opatřena zrcadly na obou stranách a vypadá tak delší.,The short corridor is equipped with mirrors on both sides and it looks so long.,A short corridor is mirrored at both ends to make it appear longer.,-0.9072138667106628
3780,"Hodnota jeho majetku je odhadována na 1,59 miliardy dolarů.",The value of his property is estimated at 1.59 billion.,He's worth about $1.59 billion.,0.4403670728206634
3781,"„Když na to přijde, tak to co prodáváte je obytná plocha - neboli ocenění vašeho majetku,“ řekl Erfan.","""When it comes to that, what you're selling is living space--the appreciation of your property,"" Erfan said.","""At the end of the day, floor space is what you are going to sell - or how your property is valued,"" Erfan says.",-0.1117510497570037
3782,"Obchodování s drogami v Sinaloae je „způsob života“, řekl Valdez v říjnu loňského roku v rozhovoru pro Rompeviento TV.","Drug trafficking in SINALOAE is a ""way of life"", said Valdez in October last year in an interview for Rompeviento TV.","Drug trafficking in Sinaloa ""is a way of life,"" he said last October, in an interview with Rompeviento TV.",-0.1663468331098556
3783,Několik protestantů začalo házet na budovy kamením.,Several Protestants began throwing stones at the building.,Some protesters started hurling stones at police and military posts.,0.7494558095932007
3784,Maximálně jsou prý lidé rozpačití.,Most people are embarrassed.,"At most, people are embarrassed.",-0.8886980414390564
3785,"Je pro vás povzbuzení, že už jste odehrál části dvou zápasů po sobě?",Is it an incentive for you to have already played part of two games in a row?,Is it encouraging for you to have played for part of two matches in a row?,0.0084858732298016
3786,"Ročně vynaloží deset miliard dolarů na podporu jazykových škol a výstavbu univerzit v zahraničí, tlačí svůj zábavní průmysl na zahraniční trhy a snaží se přilákat západní turisty.","Each year, it spends ten billion dollars in support of language schools and the construction of universities abroad, pushing its entertainment industry to foreign markets and trying to attract Western tourists.","It spends 10 billion dollars a year to support language schools and establish universities abroad, pushing its entertainment industry towards foreign markets and trying to attract Western tourists.",0.0809726566076278
3787,"Vůbec první oceněný byl zmíněný mořský koník ""a to spustilo změnu v celém odvětví.","The first award-winning was the Seahorse ""and this triggered a change in the whole industry.","The very first to win a prize was the aforementioned sea horse, ""and that triggered change across the industry.",-0.6931310296058655
3788,"„Požaduji okamžité řešení tohoto problému, aby se nikdy nemohl opakovat,“ řekl.","""I demand an immediate solution to this problem, so that it could never be repeated,"" he said.","""I want this case to be solved immediately so it won't ever happen again in the future,"" he said.",0.3461508750915527
3789,Koaliční záležitosti jako ČEB nebo EGAP nefungovaly.,Coalition issues such as CEB or EGAP did not work.,Coalition issues like CEB or EGAP did not work.,-0.4620866477489471
3790,"""Nedávné atentáty ukázaly, jakou hrůzu mohli obžalovaní způsobit, pokud by nebyli zastaveni,"" uvedla zástupkyně prokuratury Sue Hemmingová.","""Recent assassinations have shown the horrors that the defendants could have caused if they were not stopped,"" said deputy prosecution Sue Hemmingová.","""Recent attacks have shown the panic the defendants could have caused if they had not been stopped,"" said Sue Hemming from the prosecutor's office.",0.4102581143379211
3791,"Seriál „First Day of Camp“ fungoval překvapivě dobře - nejen díky absurdnímu humoru (příkladem může být příběh o vzniku mluvící plechovky se zeleninou, kterou namluvil H. Jon Benjamin).","The ""First Day of Camp"" series worked surprisingly well-not only because of absurd humor (an example might be the story of the formation of talking cans with vegetables, which was spoken by H. Jon Benjamin).","""First Day of Camp"" worked surprisingly well, not just because of its absurdist humor (it included an origin story for a talking can of vegetables, voiced by H. Jon Benjamin).",0.011465560644865
3792,Umělkyně a její uvězněná múza se skamarádili během dvou let prostřednictvím korespondence.,The artist and her imprisoned muse hit it off in two years through correspondence.,"The artist and her incarcerated muse became unlikely pen pals, exchanging several letters over the course of two years.",-0.6433861255645752
3793,"Když si k dopisu přičichnu teď, o 300 let později, je to, jako bych se vrátil v čase.","When you přičichnu to the letter now, about 300 years later, it's like I'm back in time.","To someone 300 years in the future, the smell makes it feel like they're there, too.",-0.0950623229146003
3794,"Mnoho z nich se připojilo k Hnutí za osvobození Papuai (OPM) - armády vzbouřenců, který chrání práva Papuánců tím, že útočí a unášejí indonéské policisty.","Many of them joined the Liberation Movement, Papua (OPM)--Army rebels, which protects the rights of Papuánců by attacking and kidnaping Indonesian policemen.","Many joined the Free Papua Movement (OPM), the rebel army that claims to defend the rights of the Papuans by launching sporadic attacks and kidnapping raids on Indonesian soldiers.",-0.0164047516882419
3795,O Láďově kulinářském umění si myslí své.,They think of Láďově culinary art.,He has his own thoughts on Láďa's cooking.,-0.9825915694236756
3796,"Jediné, co budou muset udělat, je rostlinu vyfotografovat a aplikace sama rozpozná, o jaký druh jde.",All they have to do is photograph the plant and the application itself recognizes what kind it is.,All they have to do is take a photo of the plant and the application will recognise the species.,0.1091269105672836
